template_row,signal_index,file,modulation,seed,label_style,bits_len,number_of_samples
1,245,QPSK_hwLike_8sym_fs1MHz_ex01_s245.mat,QPSK,5245,simple,8192,4096
1,246,QPSK_hwLike_8sym_fs1MHz_ex01_s246.mat,QPSK,5246,advanced,8192,4096
1,247,QPSK_hwLike_8sym_fs1MHz_ex01_s247.mat,QPSK,5247,less_advanced,8192,4096
1,248,QPSK_hwLike_8sym_fs1MHz_ex01_s248.mat,QPSK,5248,simple,8192,4096
1,249,QPSK_hwLike_8sym_fs1MHz_ex01_s249.mat,QPSK,5249,advanced,8192,4096
1,250,QPSK_hwLike_8sym_fs1MHz_ex01_s250.mat,QPSK,5250,less_advanced,8192,4096
1,251,QPSK_hwLike_8sym_fs1MHz_ex01_s251.mat,QPSK,5251,simple,8192,4096
1,252,QPSK_hwLike_8sym_fs1MHz_ex01_s252.mat,QPSK,5252,advanced,8192,4096
1,253,QPSK_hwLike_8sym_fs1MHz_ex01_s253.mat,QPSK,5253,less_advanced,8192,4096
1,254,QPSK_hwLike_8sym_fs1MHz_ex01_s254.mat,QPSK,5254,simple,8192,4096
1,255,QPSK_hwLike_8sym_fs1MHz_ex01_s255.mat,QPSK,5255,advanced,8192,4096
1,256,QPSK_hwLike_8sym_fs1MHz_ex01_s256.mat,QPSK,5256,less_advanced,8192,4096
1,257,QPSK_hwLike_8sym_fs1MHz_ex01_s257.mat,QPSK,5257,simple,8192,4096
1,258,QPSK_hwLike_8sym_fs1MHz_ex01_s258.mat,QPSK,5258,advanced,8192,4096
1,259,QPSK_hwLike_8sym_fs1MHz_ex01_s259.mat,QPSK,5259,less_advanced,8192,4096
1,260,QPSK_hwLike_8sym_fs1MHz_ex01_s260.mat,QPSK,5260,simple,8192,4096
1,261,QPSK_hwLike_8sym_fs1MHz_ex01_s261.mat,QPSK,5261,advanced,8192,4096
1,262,QPSK_hwLike_8sym_fs1MHz_ex01_s262.mat,QPSK,5262,less_advanced,8192,4096
1,263,QPSK_hwLike_8sym_fs1MHz_ex01_s263.mat,QPSK,5263,simple,8192,4096
1,264,QPSK_hwLike_8sym_fs1MHz_ex01_s264.mat,QPSK,5264,advanced,8192,4096
1,265,QPSK_hwLike_8sym_fs1MHz_ex01_s265.mat,QPSK,5265,less_advanced,8192,4096
1,266,QPSK_hwLike_8sym_fs1MHz_ex01_s266.mat,QPSK,5266,simple,8192,4096
1,267,QPSK_hwLike_8sym_fs1MHz_ex01_s267.mat,QPSK,5267,advanced,8192,4096
1,268,QPSK_hwLike_8sym_fs1MHz_ex01_s268.mat,QPSK,5268,less_advanced,8192,4096
1,269,QPSK_hwLike_8sym_fs1MHz_ex01_s269.mat,QPSK,5269,simple,8192,4096
1,270,QPSK_hwLike_8sym_fs1MHz_ex01_s270.mat,QPSK,5270,advanced,8192,4096
1,271,QPSK_hwLike_8sym_fs1MHz_ex01_s271.mat,QPSK,5271,less_advanced,8192,4096
1,272,QPSK_hwLike_8sym_fs1MHz_ex01_s272.mat,QPSK,5272,simple,8192,4096
1,273,QPSK_hwLike_8sym_fs1MHz_ex01_s273.mat,QPSK,5273,advanced,8192,4096
1,274,QPSK_hwLike_8sym_fs1MHz_ex01_s274.mat,QPSK,5274,less_advanced,8192,4096
1,275,QPSK_hwLike_8sym_fs1MHz_ex01_s275.mat,QPSK,5275,simple,8192,4096
1,276,QPSK_hwLike_8sym_fs1MHz_ex01_s276.mat,QPSK,5276,advanced,8192,4096
1,277,QPSK_hwLike_8sym_fs1MHz_ex01_s277.mat,QPSK,5277,less_advanced,8192,4096
1,278,QPSK_hwLike_8sym_fs1MHz_ex01_s278.mat,QPSK,5278,simple,8192,4096
1,279,QPSK_hwLike_8sym_fs1MHz_ex01_s279.mat,QPSK,5279,advanced,8192,4096
1,280,QPSK_hwLike_8sym_fs1MHz_ex01_s280.mat,QPSK,5280,less_advanced,8192,4096
1,281,QPSK_hwLike_8sym_fs1MHz_ex01_s281.mat,QPSK,5281,simple,8192,4096
1,282,QPSK_hwLike_8sym_fs1MHz_ex01_s282.mat,QPSK,5282,advanced,8192,4096
1,283,QPSK_hwLike_8sym_fs1MHz_ex01_s283.mat,QPSK,5283,less_advanced,8192,4096
1,284,QPSK_hwLike_8sym_fs1MHz_ex01_s284.mat,QPSK,5284,simple,8192,4096
1,285,QPSK_hwLike_8sym_fs1MHz_ex01_s285.mat,QPSK,5285,advanced,8192,4096
1,286,QPSK_hwLike_8sym_fs1MHz_ex01_s286.mat,QPSK,5286,less_advanced,8192,4096
1,287,QPSK_hwLike_8sym_fs1MHz_ex01_s287.mat,QPSK,5287,simple,8192,4096
1,288,QPSK_hwLike_8sym_fs1MHz_ex01_s288.mat,QPSK,5288,advanced,8192,4096
1,289,QPSK_hwLike_8sym_fs1MHz_ex01_s289.mat,QPSK,5289,less_advanced,8192,4096
1,290,QPSK_hwLike_8sym_fs1MHz_ex01_s290.mat,QPSK,5290,simple,8192,4096
1,291,QPSK_hwLike_8sym_fs1MHz_ex01_s291.mat,QPSK,5291,advanced,8192,4096
1,292,QPSK_hwLike_8sym_fs1MHz_ex01_s292.mat,QPSK,5292,less_advanced,8192,4096
1,293,QPSK_hwLike_8sym_fs1MHz_ex01_s293.mat,QPSK,5293,simple,8192,4096
1,294,QPSK_hwLike_8sym_fs1MHz_ex01_s294.mat,QPSK,5294,advanced,8192,4096
1,295,QPSK_hwLike_8sym_fs1MHz_ex01_s295.mat,QPSK,5295,less_advanced,8192,4096
1,296,QPSK_hwLike_8sym_fs1MHz_ex01_s296.mat,QPSK,5296,simple,8192,4096
1,297,QPSK_hwLike_8sym_fs1MHz_ex01_s297.mat,QPSK,5297,advanced,8192,4096
1,298,QPSK_hwLike_8sym_fs1MHz_ex01_s298.mat,QPSK,5298,less_advanced,8192,4096
1,299,QPSK_hwLike_8sym_fs1MHz_ex01_s299.mat,QPSK,5299,simple,8192,4096
2,240,8PSK_hwLike_8sym_fs1MHz_ex01_s240.mat,8PSK,6240,advanced,12288,4096
2,241,8PSK_hwLike_8sym_fs1MHz_ex01_s241.mat,8PSK,6241,less_advanced,12288,4096
2,242,8PSK_hwLike_8sym_fs1MHz_ex01_s242.mat,8PSK,6242,simple,12288,4096
2,243,8PSK_hwLike_8sym_fs1MHz_ex01_s243.mat,8PSK,6243,advanced,12288,4096
2,244,8PSK_hwLike_8sym_fs1MHz_ex01_s244.mat,8PSK,6244,less_advanced,12288,4096
2,245,8PSK_hwLike_8sym_fs1MHz_ex01_s245.mat,8PSK,6245,simple,12288,4096
2,246,8PSK_hwLike_8sym_fs1MHz_ex01_s246.mat,8PSK,6246,advanced,12288,4096
2,247,8PSK_hwLike_8sym_fs1MHz_ex01_s247.mat,8PSK,6247,less_advanced,12288,4096
2,248,8PSK_hwLike_8sym_fs1MHz_ex01_s248.mat,8PSK,6248,simple,12288,4096
2,249,8PSK_hwLike_8sym_fs1MHz_ex01_s249.mat,8PSK,6249,advanced,12288,4096
2,250,8PSK_hwLike_8sym_fs1MHz_ex01_s250.mat,8PSK,6250,less_advanced,12288,4096
2,251,8PSK_hwLike_8sym_fs1MHz_ex01_s251.mat,8PSK,6251,simple,12288,4096
2,252,8PSK_hwLike_8sym_fs1MHz_ex01_s252.mat,8PSK,6252,advanced,12288,4096
2,253,8PSK_hwLike_8sym_fs1MHz_ex01_s253.mat,8PSK,6253,less_advanced,12288,4096
2,254,8PSK_hwLike_8sym_fs1MHz_ex01_s254.mat,8PSK,6254,simple,12288,4096
2,255,8PSK_hwLike_8sym_fs1MHz_ex01_s255.mat,8PSK,6255,advanced,12288,4096
2,256,8PSK_hwLike_8sym_fs1MHz_ex01_s256.mat,8PSK,6256,less_advanced,12288,4096
2,257,8PSK_hwLike_8sym_fs1MHz_ex01_s257.mat,8PSK,6257,simple,12288,4096
2,258,8PSK_hwLike_8sym_fs1MHz_ex01_s258.mat,8PSK,6258,advanced,12288,4096
2,259,8PSK_hwLike_8sym_fs1MHz_ex01_s259.mat,8PSK,6259,less_advanced,12288,4096
2,260,8PSK_hwLike_8sym_fs1MHz_ex01_s260.mat,8PSK,6260,simple,12288,4096
2,261,8PSK_hwLike_8sym_fs1MHz_ex01_s261.mat,8PSK,6261,advanced,12288,4096
2,262,8PSK_hwLike_8sym_fs1MHz_ex01_s262.mat,8PSK,6262,less_advanced,12288,4096
2,263,8PSK_hwLike_8sym_fs1MHz_ex01_s263.mat,8PSK,6263,simple,12288,4096
2,264,8PSK_hwLike_8sym_fs1MHz_ex01_s264.mat,8PSK,6264,advanced,12288,4096
2,265,8PSK_hwLike_8sym_fs1MHz_ex01_s265.mat,8PSK,6265,less_advanced,12288,4096
2,266,8PSK_hwLike_8sym_fs1MHz_ex01_s266.mat,8PSK,6266,simple,12288,4096
2,267,8PSK_hwLike_8sym_fs1MHz_ex01_s267.mat,8PSK,6267,advanced,12288,4096
2,268,8PSK_hwLike_8sym_fs1MHz_ex01_s268.mat,8PSK,6268,less_advanced,12288,4096
2,269,8PSK_hwLike_8sym_fs1MHz_ex01_s269.mat,8PSK,6269,simple,12288,4096
2,270,8PSK_hwLike_8sym_fs1MHz_ex01_s270.mat,8PSK,6270,advanced,12288,4096
2,271,8PSK_hwLike_8sym_fs1MHz_ex01_s271.mat,8PSK,6271,less_advanced,12288,4096
2,272,8PSK_hwLike_8sym_fs1MHz_ex01_s272.mat,8PSK,6272,simple,12288,4096
2,273,8PSK_hwLike_8sym_fs1MHz_ex01_s273.mat,8PSK,6273,advanced,12288,4096
2,274,8PSK_hwLike_8sym_fs1MHz_ex01_s274.mat,8PSK,6274,less_advanced,12288,4096
2,275,8PSK_hwLike_8sym_fs1MHz_ex01_s275.mat,8PSK,6275,simple,12288,4096
2,276,8PSK_hwLike_8sym_fs1MHz_ex01_s276.mat,8PSK,6276,advanced,12288,4096
2,277,8PSK_hwLike_8sym_fs1MHz_ex01_s277.mat,8PSK,6277,less_advanced,12288,4096
2,278,8PSK_hwLike_8sym_fs1MHz_ex01_s278.mat,8PSK,6278,simple,12288,4096
2,279,8PSK_hwLike_8sym_fs1MHz_ex01_s279.mat,8PSK,6279,advanced,12288,4096
2,280,8PSK_hwLike_8sym_fs1MHz_ex01_s280.mat,8PSK,6280,less_advanced,12288,4096
2,281,8PSK_hwLike_8sym_fs1MHz_ex01_s281.mat,8PSK,6281,simple,12288,4096
2,282,8PSK_hwLike_8sym_fs1MHz_ex01_s282.mat,8PSK,6282,advanced,12288,4096
2,283,8PSK_hwLike_8sym_fs1MHz_ex01_s283.mat,8PSK,6283,less_advanced,12288,4096
2,284,8PSK_hwLike_8sym_fs1MHz_ex01_s284.mat,8PSK,6284,simple,12288,4096
2,285,8PSK_hwLike_8sym_fs1MHz_ex01_s285.mat,8PSK,6285,advanced,12288,4096
2,286,8PSK_hwLike_8sym_fs1MHz_ex01_s286.mat,8PSK,6286,less_advanced,12288,4096
2,287,8PSK_hwLike_8sym_fs1MHz_ex01_s287.mat,8PSK,6287,simple,12288,4096
2,288,8PSK_hwLike_8sym_fs1MHz_ex01_s288.mat,8PSK,6288,advanced,12288,4096
2,289,8PSK_hwLike_8sym_fs1MHz_ex01_s289.mat,8PSK,6289,less_advanced,12288,4096
2,290,8PSK_hwLike_8sym_fs1MHz_ex01_s290.mat,8PSK,6290,simple,12288,4096
2,291,8PSK_hwLike_8sym_fs1MHz_ex01_s291.mat,8PSK,6291,advanced,12288,4096
2,292,8PSK_hwLike_8sym_fs1MHz_ex01_s292.mat,8PSK,6292,less_advanced,12288,4096
2,293,8PSK_hwLike_8sym_fs1MHz_ex01_s293.mat,8PSK,6293,simple,12288,4096
2,294,8PSK_hwLike_8sym_fs1MHz_ex01_s294.mat,8PSK,6294,advanced,12288,4096
2,295,8PSK_hwLike_8sym_fs1MHz_ex01_s295.mat,8PSK,6295,less_advanced,12288,4096
2,296,8PSK_hwLike_8sym_fs1MHz_ex01_s296.mat,8PSK,6296,simple,12288,4096
2,297,8PSK_hwLike_8sym_fs1MHz_ex01_s297.mat,8PSK,6297,advanced,12288,4096
2,298,8PSK_hwLike_8sym_fs1MHz_ex01_s298.mat,8PSK,6298,less_advanced,12288,4096
2,299,8PSK_hwLike_8sym_fs1MHz_ex01_s299.mat,8PSK,6299,simple,12288,4096
3,240,16QAM_hwLike_8sym_fs1MHz_ex01_s240.mat,16QAM,6250,advanced,16384,4096
3,241,16QAM_hwLike_8sym_fs1MHz_ex01_s241.mat,16QAM,6251,less_advanced,16384,4096
3,242,16QAM_hwLike_8sym_fs1MHz_ex01_s242.mat,16QAM,6252,simple,16384,4096
3,243,16QAM_hwLike_8sym_fs1MHz_ex01_s243.mat,16QAM,6253,advanced,16384,4096
3,244,16QAM_hwLike_8sym_fs1MHz_ex01_s244.mat,16QAM,6254,less_advanced,16384,4096
3,245,16QAM_hwLike_8sym_fs1MHz_ex01_s245.mat,16QAM,6255,simple,16384,4096
3,246,16QAM_hwLike_8sym_fs1MHz_ex01_s246.mat,16QAM,6256,advanced,16384,4096
3,247,16QAM_hwLike_8sym_fs1MHz_ex01_s247.mat,16QAM,6257,less_advanced,16384,4096
3,248,16QAM_hwLike_8sym_fs1MHz_ex01_s248.mat,16QAM,6258,simple,16384,4096
3,249,16QAM_hwLike_8sym_fs1MHz_ex01_s249.mat,16QAM,6259,advanced,16384,4096
3,250,16QAM_hwLike_8sym_fs1MHz_ex01_s250.mat,16QAM,6260,less_advanced,16384,4096
3,251,16QAM_hwLike_8sym_fs1MHz_ex01_s251.mat,16QAM,6261,simple,16384,4096
3,252,16QAM_hwLike_8sym_fs1MHz_ex01_s252.mat,16QAM,6262,advanced,16384,4096
3,253,16QAM_hwLike_8sym_fs1MHz_ex01_s253.mat,16QAM,6263,less_advanced,16384,4096
3,254,16QAM_hwLike_8sym_fs1MHz_ex01_s254.mat,16QAM,6264,simple,16384,4096
3,255,16QAM_hwLike_8sym_fs1MHz_ex01_s255.mat,16QAM,6265,advanced,16384,4096
3,256,16QAM_hwLike_8sym_fs1MHz_ex01_s256.mat,16QAM,6266,less_advanced,16384,4096
3,257,16QAM_hwLike_8sym_fs1MHz_ex01_s257.mat,16QAM,6267,simple,16384,4096
3,258,16QAM_hwLike_8sym_fs1MHz_ex01_s258.mat,16QAM,6268,advanced,16384,4096
3,259,16QAM_hwLike_8sym_fs1MHz_ex01_s259.mat,16QAM,6269,less_advanced,16384,4096
3,260,16QAM_hwLike_8sym_fs1MHz_ex01_s260.mat,16QAM,6270,simple,16384,4096
3,261,16QAM_hwLike_8sym_fs1MHz_ex01_s261.mat,16QAM,6271,advanced,16384,4096
3,262,16QAM_hwLike_8sym_fs1MHz_ex01_s262.mat,16QAM,6272,less_advanced,16384,4096
3,263,16QAM_hwLike_8sym_fs1MHz_ex01_s263.mat,16QAM,6273,simple,16384,4096
3,264,16QAM_hwLike_8sym_fs1MHz_ex01_s264.mat,16QAM,6274,advanced,16384,4096
3,265,16QAM_hwLike_8sym_fs1MHz_ex01_s265.mat,16QAM,6275,less_advanced,16384,4096
3,266,16QAM_hwLike_8sym_fs1MHz_ex01_s266.mat,16QAM,6276,simple,16384,4096
3,267,16QAM_hwLike_8sym_fs1MHz_ex01_s267.mat,16QAM,6277,advanced,16384,4096
3,268,16QAM_hwLike_8sym_fs1MHz_ex01_s268.mat,16QAM,6278,less_advanced,16384,4096
3,269,16QAM_hwLike_8sym_fs1MHz_ex01_s269.mat,16QAM,6279,simple,16384,4096
3,270,16QAM_hwLike_8sym_fs1MHz_ex01_s270.mat,16QAM,6280,advanced,16384,4096
3,271,16QAM_hwLike_8sym_fs1MHz_ex01_s271.mat,16QAM,6281,less_advanced,16384,4096
3,272,16QAM_hwLike_8sym_fs1MHz_ex01_s272.mat,16QAM,6282,simple,16384,4096
3,273,16QAM_hwLike_8sym_fs1MHz_ex01_s273.mat,16QAM,6283,advanced,16384,4096
3,274,16QAM_hwLike_8sym_fs1MHz_ex01_s274.mat,16QAM,6284,less_advanced,16384,4096
3,275,16QAM_hwLike_8sym_fs1MHz_ex01_s275.mat,16QAM,6285,simple,16384,4096
3,276,16QAM_hwLike_8sym_fs1MHz_ex01_s276.mat,16QAM,6286,advanced,16384,4096
3,277,16QAM_hwLike_8sym_fs1MHz_ex01_s277.mat,16QAM,6287,less_advanced,16384,4096
3,278,16QAM_hwLike_8sym_fs1MHz_ex01_s278.mat,16QAM,6288,simple,16384,4096
3,279,16QAM_hwLike_8sym_fs1MHz_ex01_s279.mat,16QAM,6289,advanced,16384,4096
3,280,16QAM_hwLike_8sym_fs1MHz_ex01_s280.mat,16QAM,6290,less_advanced,16384,4096
3,281,16QAM_hwLike_8sym_fs1MHz_ex01_s281.mat,16QAM,6291,simple,16384,4096
3,282,16QAM_hwLike_8sym_fs1MHz_ex01_s282.mat,16QAM,6292,advanced,16384,4096
3,283,16QAM_hwLike_8sym_fs1MHz_ex01_s283.mat,16QAM,6293,less_advanced,16384,4096
3,284,16QAM_hwLike_8sym_fs1MHz_ex01_s284.mat,16QAM,6294,simple,16384,4096
3,285,16QAM_hwLike_8sym_fs1MHz_ex01_s285.mat,16QAM,6295,advanced,16384,4096
3,286,16QAM_hwLike_8sym_fs1MHz_ex01_s286.mat,16QAM,6296,less_advanced,16384,4096
3,287,16QAM_hwLike_8sym_fs1MHz_ex01_s287.mat,16QAM,6297,simple,16384,4096
3,288,16QAM_hwLike_8sym_fs1MHz_ex01_s288.mat,16QAM,6298,advanced,16384,4096
3,289,16QAM_hwLike_8sym_fs1MHz_ex01_s289.mat,16QAM,6299,less_advanced,16384,4096
3,290,16QAM_hwLike_8sym_fs1MHz_ex01_s290.mat,16QAM,6300,simple,16384,4096
3,291,16QAM_hwLike_8sym_fs1MHz_ex01_s291.mat,16QAM,6301,advanced,16384,4096
3,292,16QAM_hwLike_8sym_fs1MHz_ex01_s292.mat,16QAM,6302,less_advanced,16384,4096
3,293,16QAM_hwLike_8sym_fs1MHz_ex01_s293.mat,16QAM,6303,simple,16384,4096
3,294,16QAM_hwLike_8sym_fs1MHz_ex01_s294.mat,16QAM,6304,advanced,16384,4096
3,295,16QAM_hwLike_8sym_fs1MHz_ex01_s295.mat,16QAM,6305,less_advanced,16384,4096
3,296,16QAM_hwLike_8sym_fs1MHz_ex01_s296.mat,16QAM,6306,simple,16384,4096
3,297,16QAM_hwLike_8sym_fs1MHz_ex01_s297.mat,16QAM,6307,advanced,16384,4096
3,298,16QAM_hwLike_8sym_fs1MHz_ex01_s298.mat,16QAM,6308,less_advanced,16384,4096
3,299,16QAM_hwLike_8sym_fs1MHz_ex01_s299.mat,16QAM,6309,simple,16384,4096
